<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_buckler_icon.png"/>;<img src="dota_deck_buckler_infobox.png" style="padding: 5px"/><img src="dota_deck_buckler_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Buckler" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_headdress_icon.png"/>;<img src="dota_deck_headdress_infobox.png" style="padding: 5px"/><img src="dota_deck_headdress_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Headdress" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_ring_of_basilius_icon.png"/>;<img src="dota_deck_ring_of_basilius_infobox.png" style="padding: 5px"/><img src="dota_deck_ring_of_basilius_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Ring_of_Basilius" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_urn_of_shadows_icon.png"/>;<img src="dota_deck_urn_of_shadows_infobox.png" style="padding: 5px"/><img src="dota_deck_urn_of_shadows_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Urn_of_Shadows" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_tranquil_boots_icon.png"/>;<img src="dota_deck_tranquil_boots_infobox.png" style="padding: 5px"/><img src="dota_deck_tranquil_boots_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Tranquil_Boots" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_medallion_of_courage_icon.png"/>;<img src="dota_deck_medallion_of_courage_infobox.png" style="padding: 5px"/><img src="dota_deck_medallion_of_courage_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Medallion_of_Courage" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_arcane_boots_icon.png"/>;<img src="dota_deck_arcane_boots_infobox.png" style="padding: 5px"/><img src="dota_deck_arcane_boots_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Arcane_Boots" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_drum_of_endurance_icon.png"/>;<img src="dota_deck_drum_of_endurance_infobox.png" style="padding: 5px"/><img src="dota_deck_drum_of_endurance_ability_1.png" style="padding: 5px"/><img src="dota_deck_drum_of_endurance_ability_2.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Drum_of_Endurance" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_mekansm_icon.png"/>;<img src="dota_deck_mekansm_infobox.png" style="padding: 5px"/><img src="dota_deck_mekansm_ability_1.png" style="padding: 5px"/><img src="dota_deck_mekansm_ability_2.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Mekansm" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_holy_locket_icon.png"/>;<img src="dota_deck_holy_locket_infobox.png" style="padding: 5px"/><img src="dota_deck_holy_locket_ability_1.png" style="padding: 5px"/><img src="dota_deck_holy_locket_ability_2.png" style="padding: 5px"/><img src="dota_deck_holy_locket_ability_3.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Holy_Locket" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_vladmirs_offering_icon.png"/>;<img src="dota_deck_vladmirs_offering_infobox.png" style="padding: 5px"/><img src="dota_deck_vladmirs_offering_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Vladmir%27s_Offering" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_spirit_vessel_icon.png"/>;<img src="dota_deck_spirit_vessel_infobox.png" style="padding: 5px"/><img src="dota_deck_spirit_vessel_ability_1.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Spirit_Vessel" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_pipe_of_insight_icon.png"/>;<img src="dota_deck_pipe_of_insight_infobox.png" style="padding: 5px"/><img src="dota_deck_pipe_of_insight_ability_1.png" style="padding: 5px"/><img src="dota_deck_pipe_of_insight_ability_2.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Pipe_of_Insight" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
<p style="font-weight: 700">Name the item, effects, and abilities:</p><br /><img src="dota_deck_guardian_greaves_icon.png"/>;<img src="dota_deck_guardian_greaves_infobox.png" style="padding: 5px"/><img src="dota_deck_guardian_greaves_ability_1.png" style="padding: 5px"/><img src="dota_deck_guardian_greaves_ability_2.png" style="padding: 5px"/><br /><a href="https://dota2.fandom.com/wiki/Guardian_Greaves" style="font-weight: 700">Wiki Page</a>;Dota::Items::Upgraded::Support
